Iteration;idlv_isd;isd_clasp;isd_wasp;idlv+clasp_isd;idlv+wasp_isd;idlv_isd_tot;clasp_isd_tot;wasp_isd_tot;idlv+clasp_isd_tot;idlv+wasp_isd_tot;idlv_noisd;noisd_clasp;noisd_wasp;idlv+clasp_noisd;idlv+wasp_noisd;idlv_noisd_tot;clasp_noisd_tot;wasp_noisd_tot;idlv+clasp_noisd_tot;idlv+wasp_noisd_tot;isd_vmrss_;noisd_vmrss_;isd_file_size;noisd_file_size
10;0.00148;0.09575128555297852;0.10004043579101562;0.0972312855529785;0.101520435791016;1.878171;0.951977252960205;1.15389728546143;2.83014825296021;3.03206828546143;0.00125;0.13095378875732422;0.5410420894622803;0.132203788757324;0.54229208946228;1.751321;1.41611337661743;5.95111203193665;3.16743437661743;7.70243303193665;107432;67424;1877;4189
11;0.002585;0.08744430541992188;0.11870718002319336;0.0900293054199219;0.121292180023193;1.880756;1.03942155838013;1.27260446548462;2.92017755838013;3.15336046548462;0.002371;0.1251506805419922;0.5363037586212158;0.127521680541992;0.538674758621216;1.753692;1.54126405715942;6.48741579055786;3.29495605715942;8.24110779055786;107432;67424;1877;4189
12;0.002735;0.09237480163574219;0.10354900360107422;0.0951098016357422;0.106284003601074;1.883491;1.13179636001587;1.37615346908569;3.01528736001587;3.25964446908569;0.003646;0.12439107894897461;0.5484189987182617;0.128037078948975;0.552064998718262;1.757338;1.6656551361084;7.03583478927612;3.4229931361084;8.79317278927612;107432;67424;1877;4189
13;0.001806;0.09145045280456543;0.10282373428344727;0.0932564528045654;0.104629734283447;1.885297;1.22324681282043;1.47897720336914;3.10854381282043;3.36427420336914;0.003744;0.12861990928649902;0.5368196964263916;0.132363909286499;0.540563696426392;1.761082;1.7942750453949;7.57265448570251;3.5553570453949;9.33373648570251;107432;67424;1877;4189
14;0.001895;0.08934593200683594;0.10128378868103027;0.0912409320068359;0.10317878868103;1.887192;1.31259274482727;1.58026099205017;3.19978474482727;3.46745299205017;0.003903;0.12526512145996094;0.5318739414215088;0.129168121459961;0.535776941421509;1.764985;1.91954016685486;8.10452842712402;3.68452516685486;9.86951342712402;107432;67424;1877;4190
15;0.001911;0.08993792533874512;0.10380792617797852;0.0918489253387451;0.105718926177979;1.889103;1.40253067016602;1.68406891822815;3.29163367016602;3.57317191822815;0.003909;0.1321566104888916;0.5479607582092285;0.136065610488892;0.551869758209229;1.768894;2.05169677734375;8.65248918533325;3.82059077734375;10.4213831853332;107432;67424;1877;4190
16;0.003643;0.09010124206542969;0.1053776741027832;0.0937442420654297;0.109020674102783;1.892746;1.49263191223145;1.78944659233093;3.38537791223145;3.68219259233093;0.005622;0.1323871612548828;0.5447392463684082;0.138009161254883;0.550361246368408;1.774516;2.18408393859863;9.19722843170166;3.95859993859863;10.9717444317017;107432;67424;1877;4190
17;0.002953;0.09087085723876953;0.09974074363708496;0.0938238572387695;0.102693743637085;1.895699;1.58350276947021;1.88918733596802;3.47920176947022;3.78488633596802;0.005685;0.12538504600524902;0.5412471294403076;0.131070046005249;0.546932129440308;1.780201;2.30946898460388;9.73847556114197;4.08966998460388;11.518676561142;107432;67424;1877;4190
18;0.002709;0.09044146537780762;0.14976954460144043;0.0931504653778076;0.15247854460144;1.898408;1.67394423484802;2.03895688056946;3.57235223484802;3.93736488056946;0.004901;0.13642454147338867;0.538428544998169;0.141325541473389;0.543329544998169;1.785102;2.44589352607727;10.2769041061401;4.23099552607727;12.0620061061401;107432;67424;1878;4190
19;0.002886;0.09260725975036621;0.10331320762634277;0.0954932597503662;0.106199207626343;1.901294;1.76655149459839;2.1422700881958;3.66784549459839;4.0435640881958;0.005792;0.1342177391052246;0.5365588665008545;0.140009739105225;0.542350866500855;1.790894;2.5801112651825;10.813462972641;4.37100526518249;12.604356972641;107432;67424;1878;4191
20;0.002812;0.09072351455688477;0.10445380210876465;0.0935355145568848;0.107265802108765;1.904106;1.85727500915527;2.24672389030457;3.76138100915527;4.15082989030457;0.012028;0.12552642822265625;0.5354492664337158;0.137554428222656;0.547477266433716;1.802922;2.70563769340515;11.3489122390747;4.50855969340515;13.1518342390747;107432;67424;1878;4191
21;0.002906;0.08870387077331543;0.10381293296813965;0.0916098707733154;0.10671893296814;1.907012;1.94597887992859;2.35053682327271;3.85299087992859;4.25754882327271;0.006067;0.1257317066192627;0.5440073013305664;0.131798706619263;0.550074301330566;1.808989;2.83136940002441;11.8929195404053;4.64035840002441;13.7019085404053;107432;67424;1878;4191
22;0.003219;0.08921289443969727;0.11586689949035645;0.0924318944396973;0.119085899490356;1.910231;2.03519177436829;2.46640372276306;3.94542277436829;4.37663472276306;0.006087;0.127549409866333;0.5409629344940186;0.133636409866333;0.547049934494019;1.815076;2.95891880989075;12.4338824748993;4.77399480989075;14.2489584748993;107432;67424;1878;4192
23;0.000763;0.09151721000671387;0.11874866485595703;0.0922802100067139;0.119511664855957;1.910994;2.126708984375;2.58515238761902;4.037702984375;4.49614638761902;0.00289;0.12658977508544922;0.5379784107208252;0.129479775085449;0.540868410720825;1.817966;3.0855085849762;12.9718608856201;4.9034745849762;14.7898268856201;107432;67424;1878;4192
24;0.00324;0.0889286994934082;0.10107064247131348;0.0921686994934082;0.104310642471313;1.914234;2.21563768386841;2.68622303009033;4.12987168386841;4.60045703009033;0.006562;0.12923812866210938;0.5354516506195068;0.135800128662109;0.542013650619507;1.824528;3.21474671363831;13.5073125362396;5.0392747136383;15.3318405362396;107432;67424;1878;4192
25;0.003531;0.08976411819458008;0.10533547401428223;0.0932951181945801;0.108866474014282;1.917765;2.30540180206299;2.79155850410461;4.22316680206299;4.70932350410461;0.006853;0.12499427795410156;0.5457503795623779;0.131847277954102;0.552603379562378;1.831381;3.33974099159241;14.053062915802;5.17112199159241;15.884443915802;107432;67424;1879;4193
26;0.003554;0.08859419822692871;0.10083222389221191;0.0921481982269287;0.104386223892212;1.921319;2.39399600028992;2.89239072799683;4.31531500028992;4.81370972799683;0.007149;0.12847352027893066;0.5454092025756836;0.135622520278931;0.552558202575684;1.83853;3.46821451187134;14.5984721183777;5.30674451187134;16.4370021183777;107432;67424;1879;4193
27;0.003326;0.08810138702392578;0.10322380065917969;0.0914273870239258;0.10654980065918;1.924645;2.48209738731384;2.99561452865601;4.40674238731384;4.92025952865601;0.006716;0.13098764419555664;0.5425748825073242;0.137703644195557;0.549290882507324;1.845246;3.59920215606689;15.141047000885;5.44444815606689;16.986293000885;107432;67424;1879;4193
28;0.003545;0.09310650825500488;0.10229277610778809;0.0966515082550049;0.105837776107788;1.92819;2.57520389556885;3.09790730476379;4.50339389556885;5.02609730476379;0.00707;0.13576030731201172;0.5415668487548828;0.142830307312012;0.548636848754883;1.852316;3.73496246337891;15.6826138496399;5.5872784633789;17.5349298496399;107432;67424;1879;4194
29;0.003477;0.092041015625;0.10233759880065918;0.095518015625;0.105814598800659;1.931667;2.66724491119385;3.20024490356445;4.59891191119385;5.13191190356445;0.00471;0.13680100440979004;0.6981866359710693;0.14151100440979;0.702896635971069;1.857026;3.8717634677887;16.380800485611;5.72878946778869;18.237826485611;107432;67424;1880;4195
30;0.003815;0.08993220329284668;0.10329461097717285;0.0937472032928467;0.107109610977173;1.935482;2.75717711448669;3.30353951454163;4.6926591144867;5.23902151454163;0.007229;0.12591934204101562;0.540740966796875;0.133148342041016;0.547969966796875;1.864255;3.99768280982971;16.9215414524078;5.86193780982971;18.7857964524078;107432;67424;1881;4196
31;0.004218;0.09078669548034668;0.10312724113464355;0.0950046954803467;0.107345241134644;1.9397;2.84796380996704;3.40666675567627;4.78766380996704;5.34636675567627;0.007629;0.13178014755249023;0.6968686580657959;0.13940914755249;0.704497658065796;1.871884;4.1294629573822;17.6184101104736;6.0013469573822;19.4902941104736;107432;67748;1883;4199
32;0.004156;0.09222626686096191;0.1047203540802002;0.0963822668609619;0.1088763540802;1.943856;2.940190076828;3.51138710975647;4.884046076828;5.45524310975647;0.007729;0.12716436386108398;0.5468878746032715;0.134893363861084;0.554616874603271;1.879613;4.25662732124329;18.1652979850769;6.13624032124328;20.0449109850769;107432;67748;1885;4203
33;0.004676;0.09123730659484863;0.12108373641967773;0.0959133065948486;0.125759736419678;1.948532;3.03142738342285;3.63247084617615;4.97995938342285;5.58100284617615;0.008165;0.12669157981872559;0.7035093307495117;0.134856579818726;0.711674330749512;1.887778;4.38331890106201;18.8688073158264;6.27109690106201;20.7565853158264;107432;67748;1887;4208
34;0.004464;0.09104156494140625;0.10209417343139648;0.0955055649414062;0.106558173431396;1.952996;3.12246894836426;3.73456501960754;5.07546494836426;5.68756101960754;0.007761;0.1275618076324463;0.5444250106811523;0.135322807632446;0.552186010681152;1.895539;4.51088070869446;19.4132323265076;6.40641970869446;21.3087713265076;107432;67748;1890;4212
35;0.005164;0.08902907371520996;0.1596512794494629;0.09419307371521;0.164815279449463;1.95816;3.21149802207947;3.89421629905701;5.16965802207947;5.85237629905701;0.008537;0.13048291206359863;0.5527076721191406;0.139019912063599;0.561244672119141;1.904076;4.64136362075806;19.9659399986267;6.54543962075805;21.8700159986267;107432;67748;1895;4222
36;0.005287;0.08845949172973633;0.10404682159423828;0.0937464917297363;0.109333821594238;1.963447;3.2999575138092;3.99826312065125;5.2634045138092;5.96171012065124;0.008957;0.13649439811706543;0.54793381690979;0.145451398117065;0.55689081690979;1.913033;4.77785801887512;20.5138738155365;6.69089101887512;22.4269068155365;107432;67748;1898;4232
37;0.005032;0.0906672477722168;0.10737204551696777;0.0956992477722168;0.112404045516968;1.968479;3.39062476158142;4.10563516616821;5.35910376158142;6.07411416616821;0.006652;0.13321185111999512;0.5451633930206299;0.139863851119995;0.55181539302063;1.919685;4.91106986999512;21.0590372085571;6.83075486999511;22.9787222085571;107432;67748;1901;4241
38;0.005229;0.0968937873840332;0.10567665100097656;0.102122787384033;0.110905651000977;1.973708;3.48751854896545;4.21131181716919;5.46122654896545;6.18501981716919;0.007785;0.13843679428100586;0.5434486865997314;0.146221794281006;0.551233686599731;1.92747;5.04950666427612;21.6024858951569;6.97697666427612;23.5299558951569;107432;67748;1906;4251
39;0.00534;0.0955820083618164;0.12352323532104492;0.100922008361816;0.128863235321045;1.979048;3.58310055732727;4.33483505249023;5.56214855732727;6.31388305249023;0.008108;0.13258051872253418;0.7025942802429199;0.140688518722534;0.71070228024292;1.935578;5.18208718299866;22.3050801753998;7.11766518299866;24.2406581753998;107432;67748;1902;4259
40;0.004306;0.08971905708312988;0.10747408866882324;0.0940250570831299;0.111780088668823;1.983354;3.6728196144104;4.44230914115906;5.6561736144104;6.42566314115906;0.005284;0.12975597381591797;0.5534391403198242;0.135039973815918;0.558723140319824;1.940862;5.31184315681458;22.8585193157196;7.25270515681457;24.7993813157196;107432;67748;1898;4259
41;0.005662;0.08902120590209961;0.10627937316894531;0.0946832059020996;0.111941373168945;1.989016;3.7618408203125;4.548588514328;5.7508568203125;6.537604514328;0.008901;0.13264727592468262;0.5474362373352051;0.141548275924683;0.556337237335205;1.949763;5.44449043273926;23.4059555530548;7.39425343273926;25.3557185530548;107432;67748;1905;4269
42;0.005826;0.09390830993652344;0.10646271705627441;0.0997343099365234;0.112288717056274;1.994842;3.85574913024902;4.65505123138428;5.85059113024902;6.64989323138428;0.00693;0.13976573944091797;0.5525586605072021;0.146695739440918;0.559488660507202;1.956693;5.58425617218018;23.958514213562;7.54094917218017;25.915207213562;107432;67748;1906;4280
43;0.006163;0.0921621322631836;0.1031656265258789;0.0983251322631836;0.109328626525879;2.001005;3.94791126251221;4.75821685791016;5.94891626251221;6.75922185791016;0.008428;0.1359565258026123;0.5480868816375732;0.144384525802612;0.556514881637573;1.965121;5.72021269798279;24.5066010951996;7.68533369798279;26.4717220951996;107432;67748;1914;4293
44;0.006116;0.09561347961425781;0.12266874313354492;0.101729479614258;0.128784743133545;2.007121;4.04352474212646;4.8808856010437;6.05064574212646;6.8880066010437;0.009037;0.13721203804016113;0.5551900863647461;0.146249038040161;0.564227086364746;1.974158;5.85742473602295;25.0617911815643;7.83158273602295;27.0359491815643;107432;67748;1909;4305
45;0.006283;0.09183311462402344;0.10704874992370605;0.0981161146240234;0.113331749923706;2.013404;4.13535785675049;4.98793435096741;6.14876185675049;7.00133835096741;0.007572;0.13570213317871094;0.5565459728240967;0.143274133178711;0.564117972824097;1.98173;5.99312686920166;25.6183371543884;7.97485686920166;27.6000671543884;107432;67748;1910;4317
46;0.038743;0.09563970565795898;0.10773134231567383;0.134382705657959;0.146474342315674;2.052147;4.23099756240845;5.09566569328308;6.28314456240845;7.14781269328308;0.038804;0.13573503494262695;0.5579493045806885;0.174539034942627;0.596753304580688;2.020534;6.12886190414429;26.1762864589691;8.14939590414428;28.1968204589691;107432;67748;1915;4332
47;0.038903;0.09014701843261719;0.10540533065795898;0.129050018432617;0.144308330657959;2.09105;4.32114458084106;5.20107102394104;6.41219458084106;7.29212102394104;0.036908;0.13062810897827148;0.5584263801574707;0.167536108978271;0.595334380157471;2.057442;6.25949001312256;26.7347128391266;8.31693201312256;28.7921548391266;107432;67748;1910;4337
48;0.038184;0.09093022346496582;0.10390090942382812;0.129114223464966;0.142084909423828;2.129234;4.41207480430603;5.30497193336487;6.54130880430603;7.43420593336487;0.037362;0.13459062576293945;0.5526883602142334;0.171952625762939;0.590050360214233;2.094804;6.3940806388855;27.2874011993408;8.4888846388855;29.3822051993408;107432;67748;1909;4346
49;0.037373;0.09388852119445801;0.10566067695617676;0.131261521194458;0.143033676956177;2.166607;4.50596332550049;5.41063261032104;6.67257032550049;7.57723961032104;0.038833;0.14366698265075684;0.5592412948608398;0.182499982650757;0.59807429486084;2.133637;6.53774762153625;27.8466424942017;8.67138462153625;29.9802794942017;107432;67748;1912;4357
50;0.039578;0.08928680419921875;0.10698533058166504;0.128864804199219;0.146563330581665;2.206185;4.59525012969971;5.51761794090271;6.80143512969971;7.72380294090271;0.037616;0.13348817825317383;0.5652823448181152;0.171104178253174;0.602898344818115;2.171253;6.67123579978943;28.4119248390198;8.84248879978943;30.5831778390198;107432;67748;1908;4364
51;0.037801;0.09376382827758789;0.10467910766601562;0.131564828277588;0.142480107666016;2.243986;4.68901395797729;5.62229704856873;6.93299995797729;7.86628304856873;0.039219;0.13209819793701172;0.5563540458679199;0.171317197937012;0.59557304586792;2.210472;6.80333399772644;28.9682788848877;9.01380599772644;31.1787508848877;107432;67748;1908;4368
52;0.038571;0.09109926223754883;0.10505199432373047;0.129670262237549;0.14362299432373;2.282557;4.78011322021484;5.72734904289246;7.06267022021484;8.00990604289245;0.039234;0.14524197578430176;0.7181363105773926;0.184475975784302;0.757370310577393;2.249706;6.94857597351074;29.6864151954651;9.19828197351074;31.9361211954651;107432;67748;1907;4374
53;0.037927;0.09192180633544922;0.12333369255065918;0.129848806335449;0.161260692550659;2.320484;4.87203502655029;5.85068273544312;7.19251902655029;8.17116673544311;0.037214;0.13439035415649414;0.7248282432556152;0.171604354156494;0.762042243255615;2.28692;7.08296632766724;30.4112434387207;9.36988632766723;32.6981634387207;107432;67748;1906;4380
54;0.03888;0.09288525581359863;0.12116646766662598;0.131765255813599;0.160046467666626;2.359364;4.96492028236389;5.97184920310974;7.32428428236389;8.33121320310974;0.03737;0.1322176456451416;0.5625941753387451;0.169587645645142;0.599964175338745;2.32429;7.21518397331238;30.9738376140594;9.53947397331238;33.2981276140594;107432;67748;1906;4385
55;0.037524;0.08949637413024902;0.10506892204284668;0.127020374130249;0.142592922042847;2.396888;5.05441665649414;6.07691812515259;7.45130465649414;8.47380612515259;0.03848;0.14545512199401855;0.5656256675720215;0.183935121994019;0.604105667572021;2.36277;7.3606390953064;31.5394632816315;9.72340909530639;33.9022332816315;107432;67748;1906;4388
56;0.03934;0.08869791030883789;0.10608816146850586;0.128037910308838;0.145428161468506;2.436228;5.14311456680298;6.18300628662109;7.57934256680298;8.61923428662109;0.037828;0.1329658031463623;0.7265048027038574;0.170793803146362;0.764332802703857;2.400598;7.49360489845276;32.2659680843353;9.89420289845276;34.6665660843353;107432;67748;1905;4392
57;0.023802;0.08841824531555176;0.10719728469848633;0.112220245315552;0.130999284698486;2.46003;5.23153281211853;6.29020357131958;7.69156281211853;8.75023357131958;0.022005;0.1352376937866211;0.5647068023681641;0.157242693786621;0.586711802368164;2.422603;7.62884259223938;32.8306748867035;10.0514455922394;35.2532778867035;107432;67748;1903;4394
58;0.024341;0.09609007835388184;0.1052999496459961;0.120431078353882;0.129640949645996;2.484371;5.32762289047241;6.39550352096558;7.81199389047241;8.87987452096557;0.022351;0.13831830024719238;0.5701019763946533;0.160669300247192;0.592452976394653;2.444954;7.76716089248657;33.4007768630981;10.2121148924866;35.8457308630981;107432;67748;1903;4396
59;0.024377;0.08791375160217285;0.10494828224182129;0.112290751602173;0.129325282241821;2.508748;5.41553664207458;6.5004518032074;7.92428464207458;9.00919980320739;0.022426;0.1375875473022461;0.5621252059936523;0.160013547302246;0.584551205993652;2.46738;7.90474843978882;33.9629020690918;10.3721284397888;36.4302820690918;107432;67748;1903;4398
60;0.023751;0.0949394702911377;0.10589146614074707;0.118690470291138;0.129642466140747;2.532499;5.51047611236572;6.60634326934814;8.04297511236572;9.13884226934814;0.022697;0.13568615913391113;0.5656044483184814;0.158383159133911;0.588301448318481;2.490077;8.04043459892273;34.5285065174103;10.5305115989227;37.0185835174103;107432;67748;1903;4399
61;0.023671;0.09096336364746094;0.1047663688659668;0.114634363647461;0.128437368865967;2.55617;5.60143947601318;6.71110963821411;8.15760947601318;9.26727963821411;0.022435;0.1341547966003418;0.5663659572601318;0.156589796600342;0.588800957260132;2.512512;8.17458939552307;35.0948724746704;10.6871013955231;37.6073844746704;107432;67748;1903;4401
62;0.023781;0.09141874313354492;0.10782575607299805;0.115199743133545;0.131606756072998;2.579951;5.69285821914673;6.81893539428711;8.27280921914673;9.39888639428711;0.022581;0.1340034008026123;0.7263875007629395;0.156584400802612;0.748968500762939;2.535093;8.30859279632568;35.8212599754333;10.8436857963257;38.3563529754334;107432;67748;1903;4402
63;0.023444;0.09231686592102051;0.1225137710571289;0.115760865921021;0.145957771057129;2.603395;5.78517508506775;6.94144916534424;8.38857008506775;9.54484416534424;0.022832;0.13742303848266602;0.5619778633117676;0.160255038482666;0.584809863311768;2.557925;8.44601583480835;36.3832378387451;11.0039408348083;38.9411628387451;107432;67748;1904;4406
64;0.023815;0.08862566947937012;0.10379695892333984;0.11244066947937;0.12761195892334;2.62721;5.87380075454712;7.04524612426758;8.50101075454712;9.67245612426758;0.022346;0.135145902633667;0.5875334739685059;0.157491902633667;0.609879473968506;2.580271;8.58116173744202;36.9707713127136;11.161432737442;39.5510423127136;107432;67748;1904;4408
65;0.03852;0.08823990821838379;0.1042795181274414;0.126759908218384;0.142799518127441;2.66573;5.9620406627655;7.14952564239502;8.6277706627655;9.81525564239502;0.037324;0.13587665557861328;0.7270855903625488;0.173200655578613;0.764409590362549;2.617595;8.71703839302063;37.6978569030762;11.3346333930206;40.3154519030762;107432;67748;1907;4415
66;0.037103;0.09190797805786133;0.10271334648132324;0.129010978057861;0.139816346481323;2.702833;6.05394864082336;7.25223898887634;8.75678164082336;9.95507198887634;0.040646;0.13878846168518066;0.5612349510192871;0.179434461685181;0.601880951019287;2.658241;8.85582685470581;38.2590918540955;11.5140678547058;40.9173328540955;107432;67748;1910;4422
67;0.037942;0.09202098846435547;0.10409998893737793;0.129962988464355;0.142041988937378;2.740775;6.14596962928772;7.35633897781372;8.88674462928772;10.0971139778137;0.03771;0.14568877220153809;0.7229816913604736;0.183398772201538;0.760691691360474;2.695951;9.00151562690735;38.9820735454559;11.6974666269073;41.6780245454559;107432;67748;1909;4428
68;0.037787;0.09259867668151855;0.10705041885375977;0.130385676681519;0.14483741885376;2.778562;6.23856830596924;7.46338939666748;9.01713030596924;10.2419513966675;0.03903;0.13621258735656738;0.5707757472991943;0.175242587356567;0.609805747299194;2.734981;9.13772821426392;39.5528492927551;11.8727092142639;42.2878302927551;107432;67748;1909;4434
69;0.038191;0.10150432586669922;0.12199711799621582;0.139695325866699;0.160188117996216;2.816753;6.34007263183594;7.5853865146637;9.15682563183594;10.4021395146637;0.039818;0.1388406753540039;0.5632128715515137;0.178658675354004;0.603030871551514;2.774799;9.27656888961792;40.1160621643066;12.0513678896179;42.8908611643066;107432;67748;1910;4437
70;0.038175;0.09694218635559082;0.10856962203979492;0.135117186355591;0.146744622039795;2.854928;6.43701481819153;7.69395613670349;9.29194281819153;10.5488841367035;0.03895;0.1389760971069336;0.7352950572967529;0.177926097106934;0.774245057296753;2.813749;9.41554498672485;40.8513572216034;12.2292939867249;43.6651062216034;107432;67748;1910;4446
71;0.039066;0.09783434867858887;0.1095433235168457;0.136900348678589;0.148609323516846;2.893994;6.53484916687012;7.80349946022034;9.42884316687012;10.6974934602203;0.039464;0.14049410820007324;0.5692191123962402;0.179958108200073;0.60868311239624;2.853213;9.55603909492493;41.4205763339996;12.4092520949249;44.2737893339996;107432;67748;1913;4455
72;0.039519;0.08959293365478516;0.12329483032226562;0.129111933654785;0.162813830322266;2.933513;6.6244421005249;7.9267942905426;9.5579551005249;10.8603072905426;0.040986;0.14011240005493164;0.573112964630127;0.181098400054932;0.614098964630127;2.894199;9.69615149497986;41.9936892986298;12.5903504949799;44.8878882986298;107432;67748;1911;4463
73;0.039673;0.09359288215637207;0.10801315307617188;0.133265882156372;0.147686153076172;2.973186;6.71803498268127;8.03480744361877;9.69122098268127;11.0079934436188;0.039428;0.13811635971069336;0.7406406402587891;0.177544359710693;0.780068640258789;2.933627;9.83426785469055;42.7343299388885;12.7678948546906;45.6679569388885;107432;67748;1911;4472
74;0.040217;0.09028053283691406;0.12340927124023438;0.130497532836914;0.163626271240234;3.013403;6.80831551551819;8.15821671485901;9.82171851551819;11.171619714859;0.039422;0.14072155952453613;0.5722579956054688;0.180143559524536;0.611679995605469;2.973049;9.97498941421509;43.306587934494;12.9480384142151;46.279636934494;107432;67748;1915;4484
75;0.040362;0.08895063400268555;0.1674809455871582;0.129312634002686;0.207842945587158;3.053765;6.89726614952087;8.32569766044617;9.95103114952087;11.3794626604462;0.040342;0.141801118850708;0.5716550350189209;0.182143118850708;0.611997035018921;3.013391;10.1167905330658;43.8782429695129;13.1301815330658;46.8916339695129;107432;67748;1909;4491
76;0.040477;0.09248495101928711;0.10686874389648438;0.132961951019287;0.147345743896484;3.094242;6.98975110054016;8.43256640434265;10.0839931005402;11.5268084043426;0.04034;0.1403038501739502;0.7411704063415527;0.18064385017395;0.781510406341553;3.053731;10.2570943832397;44.6194133758545;13.3108253832397;47.6731443758545;107432;67748;1909;4499
77;0.039567;0.09094667434692383;0.10835576057434082;0.130513674346924;0.147922760574341;3.133809;7.08069777488708;8.54092216491699;10.2145067748871;11.674731164917;0.03974;0.14246058464050293;0.7415728569030762;0.182200584640503;0.781312856903076;3.093471;10.3995549678802;45.3609862327576;13.4930259678802;48.4544572327576;107432;67748;1909;4507
78;0.03942;0.09417557716369629;0.10688519477844238;0.133595577163696;0.146305194778442;3.173229;7.17487335205078;8.64780735969543;10.3481023520508;11.8210363596954;0.040753;0.1431903839111328;0.5753195285797119;0.183943383911133;0.616072528579712;3.134224;10.5427453517914;45.9363057613373;13.6769693517914;49.0705297613373;107432;67748;1910;4514
79;0.039698;0.09385013580322266;0.10374212265014648;0.133548135803223;0.143440122650146;3.212927;7.268723487854;8.75154948234558;10.481650487854;11.9644764823456;0.040684;0.14529156684875488;0.5794384479522705;0.185975566848755;0.62012244795227;3.174908;10.6880369186401;46.5157442092896;13.8629449186401;49.6906522092896;107432;67748;1911;4522
80;0.039431;0.0948019027709961;0.10672831535339355;0.134232902770996;0.146159315353394;3.252358;7.363525390625;8.85827779769897;10.615883390625;12.110635797699;0.039395;0.1426248550415039;0.5801587104797363;0.182019855041504;0.619553710479736;3.214303;10.8306617736816;47.0959029197693;14.0449647736816;50.3102059197693;107432;67748;1912;4532
